run_id,epoch,mesa,run_name,step,base
xotfsc10,0,12.497458457946777,train-model,0,10.910636901855469
xotfsc10,0,8.819034576416016,train-model,1,7.821728706359863
xotfsc10,0,10.557374954223633,train-model,2,7.866490840911865
xotfsc10,0,8.533782958984375,train-model,3,8.117001534
xotfsc10,0,12.02486515045166,train-model,4,10.225607872009277
xotfsc10,0,21.619632720947266,train-model,5,13.369429588317871
xotfsc10,0,22.966217041015625,train-model,6,15.864725112915039
xotfsc10,0,21.343891143798828,train-model,7,15.414005279541016
xotfsc10,0,28.09408187866211,train-model,8,18.72960090637207
xotfsc10,0,22.104488372802734,train-model,9,17.455432891845703
xotfsc10,0,21.122905731201172,train-model,10,16.792387008666992
xotfsc10,0,20.57636260986328,train-model,11,16.115169525146484
xotfsc10,0,17.794246673583984,train-model,12,14.35239028930664
xotfsc10,0,14.771998405456543,train-model,13,12.061911582946777
xotfsc10,0,13.097699165344238,train-model,14,11.334266662597656
xotfsc10,0,11.800667762756348,train-model,15,11.033080101013184
xotfsc10,0,11.630243301391602,train-model,16,10.101531028747559
xotfsc10,0,12.043871879577637,train-model,17,10.265057563781738
xotfsc10,0,11.810429573059082,train-model,18,9.582061767578125
xotfsc10,0,10.251076698303223,train-model,19,9.148558616638184
xotfsc10,0,11.30403995513916,train-model,20,9.729467391967773
xotfsc10,0,11.632376670837402,train-model,21,9.374879837036133
xotfsc10,0,10.723628044128418,train-model,22,8.869529724121094
xotfsc10,0,10.360882759094238,train-model,23,8.034185409545898
xotfsc10,0,8.911815643310547,train-model,24,7.767069339752197
xotfsc10,0,11.454269409179688,train-model,25,9.074954033
xotfsc10,0,14.30511189,train-model,26,11.000990867614746
xotfsc10,0,14.300402641296387,train-model,27,10.576922416687012
xotfsc10,0,14.987831115722656,train-model,28,13.291396141052246
xotfsc10,0,14.562187194824219,train-model,29,12.529739379882812
xotfsc10,0,16.352313995361328,train-model,30,13.677989959716797
xotfsc10,0,16.896812438964844,train-model,31,13.816174507141113
xotfsc10,0,17.80571746826172,train-model,32,13.49267578
xotfsc10,0,21.347536087036133,train-model,33,16.12352943
xotfsc10,0,24.306251525878906,train-model,34,16.37183380126953
xotfsc10,0,20.93920135498047,train-model,35,16.878652572631836
xotfsc10,0,22.15534782409668,train-model,36,17.080121994018555
xotfsc10,0,19.153839111328125,train-model,37,16.10070229
xotfsc10,0,20.601055145263672,train-model,38,17.374664306640625
xotfsc10,0,18.196372985839844,train-model,39,15.710939407348633
xotfsc10,0,16.997535705566406,train-model,40,14.588820457458496
xotfsc10,0,17.649307250976562,train-model,41,15.246294975280762
xotfsc10,0,16.74554443359375,train-model,42,12.850743293762207
xotfsc10,0,16.193626403808594,train-model,43,14.002915382385254
xotfsc10,0,15.539437294006348,train-model,44,13.788606643676758
xotfsc10,0,15.457850456237793,train-model,45,13.251686096191406
xotfsc10,0,15.15405559539795,train-model,46,13.924493789672852
xotfsc10,0,14.95263672,train-model,47,13.500310897827148
xotfsc10,0,15.268655776977539,train-model,48,13.666440963745117
xotfsc10,0,15.035805702209473,train-model,49,11.07670783996582
xotfsc10,0,15.343504905700684,train-model,50,12.797812461853027
xotfsc10,0,13.672362327575684,train-model,51,12.766550064086914
xotfsc10,0,15.024603843688965,train-model,52,11.761676788330078
xotfsc10,0,15.082155227661133,train-model,53,12.90746021270752
xotfsc10,0,14.796658515930176,train-model,54,12.378279685974121
xotfsc10,0,14.803522109985352,train-model,55,12.85558795928955
xotfsc10,0,15.831435203552246,train-model,56,14.131580352783203
xotfsc10,0,13.69975471496582,train-model,57,12.203003883361816
xotfsc10,0,14.9797945,train-model,58,13.419418334960938
xotfsc10,0,14.183698654174805,train-model,59,12.776793479919434
xotfsc10,0,15.322561264038086,train-model,60,12.727703094482422
xotfsc10,0,15.362890243530273,train-model,61,13.651968955993652
xotfsc10,0,15.708151817321777,train-model,62,13.448185920715332
xotfsc10,0,15.188834190368652,train-model,63,13.410028457641602
xotfsc10,0,14.942922592163086,train-model,64,14.348729133605957
xotfsc10,0,14.654318809509277,train-model,65,11.043317794799805
xotfsc10,0,14.958501815795898,train-model,66,12.55877685546875
xotfsc10,0,13.644794464111328,train-model,67,13.320584297180176
xotfsc10,0,15.109859466552734,train-model,68,11.90621566772461
xotfsc10,0,12.938131332397461,train-model,69,11.951542854309082
xotfsc10,0,13.593731880187988,train-model,70,11.93146038
xotfsc10,0,13.985779762268066,train-model,71,12.564414024353027
xotfsc10,0,14.540453910827637,train-model,72,12.286093711853027
xotfsc10,0,13.43848705291748,train-model,73,10.284191131591797
xotfsc10,0,13.283225059509277,train-model,74,11.64001465
xotfsc10,0,13.274497032165527,train-model,75,10.016112327575684
xotfsc10,0,13.406695365905762,train-model,76,12.184377670288086
xotfsc10,0,13.275041580200195,train-model,77,11.976816177368164
xotfsc10,0,13.313756942749023,train-model,78,12.07621955871582
xotfsc10,0,13.61752700805664,train-model,79,12.251677513122559
xotfsc10,0,13.119723320007324,train-model,80,11.148937225341797
xotfsc10,0,12.201717376708984,train-model,81,11.306408882141113
xotfsc10,0,13.510218620300293,train-model,82,11.867514610290527
xotfsc10,0,13.429315567016602,train-model,83,10.831220626831055
xotfsc10,0,13.083739280700684,train-model,84,11.88015079498291
xotfsc10,0,12.953752517700195,train-model,85,11.328834533691406
xotfsc10,0,13.236845016479492,train-model,86,11.035844802856445
xotfsc10,0,13.243496894836426,train-model,87,11.079894065856934
xotfsc10,0,13.183568000793457,train-model,88,10.62041187286377
xotfsc10,0,13.008550643920898,train-model,89,11.336671829223633
xotfsc10,0,13.286230087280273,train-model,90,10.912508010864258
xotfsc10,0,12.982097625732422,train-model,91,11.832003593444824
xotfsc10,0,12.998827934265137,train-model,92,10.829401016235352
xotfsc10,0,13.577851295471191,train-model,93,10.585000991821289
xotfsc10,0,13.246284484863281,train-model,94,10.987443923950195
xotfsc10,0,13.255575180053711,train-model,95,11.606964111328125
xotfsc10,0,13.705772399902344,train-model,96,11.638772964477539
xotfsc10,0,13.43616771697998,train-model,97,12.38176441192627
xotfsc10,0,13.573755264282227,train-model,98,12.213315963745117
xotfsc10,0,13.548847198486328,train-model,99,11.478128433227539
xotfsc10,0,14.21629810333252,train-model,100,12.864421844482422
xotfsc10,0,15.332661628723145,train-model,101,12.214618682861328
xotfsc10,0,14.229961395263672,train-model,102,11.757580757141113
xotfsc10,0,13.18039608001709,train-model,103,11.982728004455566
xotfsc10,0,14.17490291595459,train-model,104,12.416348457336426
xotfsc10,0,14.336845397949219,train-model,105,13.33825684
xotfsc10,0,15.262271881103516,train-model,106,12.190839767456055
xotfsc10,0,14.818230628967285,train-model,107,13.670849800109863
xotfsc10,0,15.247234344482422,train-model,108,12.831991195678711
xotfsc10,0,15.19693660736084,train-model,109,13.331387519836426
xotfsc10,0,15.58845043182373,train-model,110,13.058126449584961
xotfsc10,0,16.18155288696289,train-model,111,13.642350196838379
xotfsc10,0,16.943397521972656,train-model,112,12.560701370239258
xotfsc10,0,16.94765853881836,train-model,113,13.946112632751465
xotfsc10,0,19.939990997314453,train-model,114,15.33288288116455
xotfsc10,0,18.08893394470215,train-model,115,15.324728012084961
xotfsc10,0,18.745044708251953,train-model,116,15.253677368164062
xotfsc10,0,20.18276023864746,train-model,117,16.551115036010742
xotfsc10,0,18.536823272705078,train-model,118,17.018007278442383
xotfsc10,0,21.874061584472656,train-model,119,17.36370849609375
xotfsc10,0,22.84037971496582,train-model,120,18.025598526000977
xotfsc10,0,21.433950424194336,train-model,121,16.191692352294922
xotfsc10,0,20.65289306640625,train-model,122,16.628299713134766
xotfsc10,0,21.085803985595703,train-model,123,16.61305046081543
xotfsc10,0,22.25483512878418,train-model,124,19.36405372619629
xotfsc10,0,24.83153725,train-model,125,21.04714584350586
xotfsc10,0,32.183990478515625,train-model,126,23.57795524597168
xotfsc10,0,30.424619674682617,train-model,127,19.918312072753906
xotfsc10,0,33.77650451660156,train-model,128,23.42643165588379
xotfsc10,0,31.990182876586914,train-model,129,23.314205169677734
xotfsc10,0,31.197784423828125,train-model,130,19.990327835083008
xotfsc10,0,31.574949264526367,train-model,131,23.41727066040039
xotfsc10,0,31.393564224243164,train-model,132,23.95235252380371
xotfsc10,0,32.80980682373047,train-model,133,24.778051376342773
xotfsc10,0,35.244834899902344,train-model,134,25.88324546813965
xotfsc10,0,36.873226165771484,train-model,135,24.737546920776367
xotfsc10,0,33.82814025878906,train-model,136,20.138111114501953
xotfsc10,0,26.006471633911133,train-model,137,20.906906127929688
xotfsc10,0,19.745525360107422,train-model,138,17.242055892944336
xotfsc10,0,18.703126907348633,train-model,139,16.533687591552734
xotfsc10,0,19.001384735107422,train-model,140,15.108894348144531
xotfsc10,0,18.88336944580078,train-model,141,15.394025802612305
xotfsc10,0,18.190261840820312,train-model,142,15.521923065185547
xotfsc10,0,17.49865723,train-model,143,15.56057357788086
xotfsc10,0,17.23303985595703,train-model,144,14.426520347595215
xotfsc10,0,18.000207901000977,train-model,145,14.957826614379883
xotfsc10,0,17.348217010498047,train-model,146,14.452706336975098
xotfsc10,0,18.69076156616211,train-model,147,14.285811424255371
xotfsc10,0,16.112287521362305,train-model,148,15.264110565185547
xotfsc10,0,19.403846740722656,train-model,149,14.539886474609375
xotfsc10,0,18.01995277404785,train-model,150,14.084397315979004
xotfsc10,0,17.658855438232422,train-model,151,14.725095748901367
xotfsc10,0,16.138896942138672,train-model,152,14.78570556640625
xotfsc10,0,17.05426788330078,train-model,153,14.958061218261719
xotfsc10,0,15.849883079528809,train-model,154,14.222331047058105
xotfsc10,0,16.5418644,train-model,155,13.598501205444336
xotfsc10,0,15.185502052307129,train-model,156,12.913857460021973
xotfsc10,0,15.472785949707031,train-model,157,12.75078010559082
xotfsc10,0,15.635476112365723,train-model,158,12.578933715820312
xotfsc10,0,15.388561248779297,train-model,159,13.486772537231445
xotfsc10,0,15.605460166931152,train-model,160,13.244768142700195
xotfsc10,0,15.406160354614258,train-model,161,13.238670349121094
xotfsc10,0,15.204907417297363,train-model,162,12.645842552185059
xotfsc10,0,14.741841316223145,train-model,163,12.624154090881348
xotfsc10,0,14.446051597595215,train-model,164,12.906906127929688
xotfsc10,0,14.79633617401123,train-model,165,12.707375526428223
xotfsc10,0,13.278903007507324,train-model,166,12.728048324584961
xotfsc10,0,14.00258731842041,train-model,167,12.502386093139648
xotfsc10,0,14.43988323,train-model,168,11.816128730773926
xotfsc10,0,13.761750221252441,train-model,169,11.742939949035645
xotfsc10,0,13.871491432189941,train-model,170,12.726065635681152
xotfsc10,0,14.400732040405273,train-model,171,12.853392601013184
